"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/12/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/13/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/14/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/15/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/16/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/17/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/18/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/19/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/20/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/21/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/22/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/23/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/24/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/25/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/26/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/27/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/28/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/29/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/30/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"10/31/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/01/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/02/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/03/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/04/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/05/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/06/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/07/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/08/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/09/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/10/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/11/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/12/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/13/2022","AQS","490352005","1","0.5","ppm","6","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/14/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/15/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/16/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/17/2022","AQS","490352005","1","0.5","ppm","6","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/18/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/19/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/20/2022","AQS","490352005","1","0.5","ppm","6","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/21/2022","AQS","490352005","1","0.6","ppm","7","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/22/2022","AQS","490352005","1","0.7","ppm","8","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/23/2022","AQS","490352005","1","0.5","ppm","6","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/24/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/25/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/26/2022","AQS","490352005","1","0.5","ppm","6","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/27/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/28/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/29/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"11/30/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/01/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/02/2022","AQS","490352005","1","0.7","ppm","8","Copper View","18","75.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/03/2022","AQS","490352005","1","0.8","ppm","9","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/04/2022","AQS","490352005","1","0.7","ppm","8","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/05/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/06/2022","AQS","490352005","1","0.7","ppm","8","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/07/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/08/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/09/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/10/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/11/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/12/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/13/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/14/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/15/2022","AQS","490352005","1","0.3","ppm","3","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/16/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/17/2022","AQS","490352005","1","0.6","ppm","7","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/18/2022","AQS","490352005","1","0.7","ppm","8","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/19/2022","AQS","490352005","1","0.8","ppm","9","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/20/2022","AQS","490352005","1","0.8","ppm","9","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/21/2022","AQS","490352005","1","0.7","ppm","8","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/22/2022","AQS","490352005","1","0.2","ppm","2","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/23/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/24/2022","AQS","490352005","1","0.8","ppm","9","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/25/2022","AQS","490352005","1","1","ppm","11","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/26/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/27/2022","AQS","490352005","1","0.4","ppm","5","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/28/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/29/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/30/2022","AQS","490352005","1","0.1","ppm","1","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
"12/31/2022","AQS","490352005","1","0","ppm","0","Copper View","24","100.0000","42101","Carbon monoxide","093","41620","Salt Lake City, UT","49","Utah","035","Salt Lake","40.598056","-111.894167"
